,Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price,Property_type,Location
1065,4.0,0.0,0.0,no,no,no,150000000.0,house,Eti-Osa
1066,4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
1067,5.0,6.0,6.0,yes,yes,no,1000000000.0,house,Eti-Osa
1068,4.0,5.0,5.0,yes,yes,yes,120000000.0,house,Eti-Osa
1069,5.0,6.0,6.0,yes,yes,no,170000000.0,house,Eti-Osa
1070,4.0,5.0,5.0,yes,yes,no,170000000.0,house,Eti-Osa
1071,5.0,6.0,6.0,yes,yes,no,775000000.0,house,Eti-Osa
1072,5.0,6.0,6.0,yes,no,yes,1200000000.0,house,Eti-Osa
1073,4.0,5.0,5.0,yes,yes,no,165000000.0,house,Eti-Osa
1074,4.0,5.0,5.0,yes,yes,no,55000000.0,house,Eti-Osa
1075,2.0,3.0,3.0,yes,yes,yes,58000000.0,house,Eti-Osa
1076,1.0,1.0,2.0,yes,yes,no,30000000.0,house,Eti-Osa
1077,2.0,3.0,3.0,yes,yes,no,63000000.0,house,Eti-Osa
1078,4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
1079,4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
1080,5.0,6.0,6.0,yes,yes,no,480000000.0,house,Eti-Osa
1081,5.0,6.0,6.0,yes,yes,no,100000000.0,house,Eti-Osa
1082,4.0,5.0,5.0,yes,no,no,130000000.0,house,Eti-Osa
1083,4.0,5.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
1084,3.0,4.0,4.0,yes,no,yes,83000000.0,house,Eti-Osa
1085,4.0,5.0,5.0,yes,yes,no,110000000.0,house,Eti-Osa
1086,4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
1087,5.0,6.0,6.0,yes,yes,no,570000000.0,house,Eti-Osa
1088,5.0,6.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
1089,4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
1090,5.0,6.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
1091,6.0,7.0,7.0,yes,yes,no,160000000.0,house,Eti-Osa
1092,4.0,5.0,5.0,yes,yes,no,83000000.0,house,Eti-Osa
1093,4.0,5.0,5.0,yes,no,yes,640000000.0,apartment,Eti-Osa
1094,4.0,5.0,5.0,yes,yes,no,110000000.0,house,Eti-Osa
1095,3.0,4.0,4.0,yes,no,yes,280000000.0,house,Eti-Osa
1096,4.0,5.0,5.0,yes,no,yes,62000000.0,house,Eti-Osa
1097,5.0,6.0,6.0,yes,yes,no,400000000.0,house,Eti-Osa
1098,4.0,4.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
1099,5.0,6.0,6.0,yes,yes,no,160000000.0,house,Eti-Osa
1100,5.0,5.0,6.0,yes,no,yes,950000000.0,house,Eti-Osa
1101,5.0,6.0,6.0,yes,no,no,135000000.0,house,Eti-Osa
1102,4.0,5.0,5.0,yes,no,no,160000000.0,house,Eti-Osa
1103,4.0,5.0,5.0,yes,yes,no,100000000.0,house,Eti-Osa
1104,4.0,4.0,5.0,no,no,no,85000000.0,house,Eti-Osa
1105,4.0,5.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
1106,1.0,1.0,1.0,yes,no,yes,35000000.0,apartment,Eti-Osa
1107,4.0,5.0,5.0,yes,yes,no,140000000.0,house,Eti-Osa
1108,5.0,6.0,6.0,yes,no,no,380000000.0,house,Eti-Osa
1109,4.0,5.0,5.0,yes,yes,no,55000000.0,house,Eti-Osa
1110,5.0,5.0,6.0,yes,no,no,560000000.0,house,Eti-Osa
1111,3.0,3.0,4.0,yes,yes,no,90000000.0,house,Eti-Osa
1112,4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
1113,4.0,5.0,5.0,yes,no,yes,65000000.0,house,Eti-Osa
1114,4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
1115,4.0,5.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
1116,2.0,3.0,3.0,yes,no,yes,65000000.0,house,Eti-Osa
1117,4.0,5.0,5.0,yes,yes,no,140000000.0,house,Eti-Osa
1118,2.0,3.0,3.0,yes,yes,yes,50000000.0,house,Eti-Osa
1119,5.0,6.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
1120,4.0,5.0,5.0,yes,yes,no,348750000.0,house,Eti-Osa
1121,3.0,4.0,4.0,yes,no,yes,15000000.0,house,Eti-Osa
1122,5.0,6.0,6.0,yes,yes,no,200000000.0,house,Eti-Osa
1123,3.0,4.0,4.0,yes,yes,no,300000000.0,house,Eti-Osa
1124,5.0,6.0,6.0,yes,yes,no,165000000.0,house,Eti-Osa
1125,4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
1126,4.0,5.0,5.0,yes,no,no,130000000.0,house,Kosofe
1127,4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
1128,5.0,6.0,6.0,yes,no,no,220000000.0,house,Eti-Osa
1129,3.0,4.0,4.0,yes,yes,no,90000000.0,house,Eti-Osa
1130,5.0,6.0,6.0,yes,yes,no,750000000.0,house,Eti-Osa
1131,2.0,3.0,3.0,yes,no,yes,55000000.0,house,Eti-Osa
1132,5.0,6.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
1133,3.0,3.0,4.0,yes,yes,yes,75000000.0,house,Eti-Osa
1134,4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
1135,3.0,4.0,4.0,yes,yes,yes,130000000.0,house,Eti-Osa
1136,4.0,5.0,5.0,yes,yes,no,125000000.0,house,Eti-Osa
1137,4.0,5.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
1138,4.0,5.0,5.0,yes,yes,no,150000000.0,house,Eti-Osa
1139,4.0,5.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
1140,4.0,5.0,5.0,yes,yes,no,57000000.0,house,Eti-Osa
1141,5.0,6.0,6.0,yes,yes,no,105000000.0,house,Eti-Osa
1142,4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
1143,3.0,4.0,4.0,yes,yes,no,145000000.0,house,Eti-Osa
1144,5.0,6.0,6.0,yes,yes,no,135000000.0,house,Eti-Osa
1145,4.0,5.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
1146,4.0,5.0,5.0,yes,yes,yes,75000000.0,house,Eti-Osa
1147,5.0,6.0,6.0,yes,yes,no,165000000.0,house,Eti-Osa
1148,5.0,6.0,6.0,yes,no,yes,280000000.0,house,Eti-Osa
1149,5.0,6.0,6.0,yes,yes,no,698000000.0,house,Eti-Osa
1150,5.0,6.0,6.0,yes,yes,no,218000000.0,house,Eti-Osa
1151,4.0,5.0,5.0,yes,no,no,160000000.0,house,Eti-Osa
1152,4.0,5.0,5.0,yes,yes,no,110000000.0,house,Eti-Osa
1153,4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
1154,4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
1155,5.0,6.0,6.0,yes,yes,no,155000000.0,house,Eti-Osa
1156,5.0,6.0,6.0,yes,yes,no,160000000.0,house,Eti-Osa
1157,5.0,6.0,6.0,yes,yes,no,155000000.0,house,Eti-Osa
1158,5.0,6.0,6.0,yes,yes,no,200000000.0,house,Eti-Osa
1159,4.0,5.0,5.0,yes,no,yes,330000000.0,house,Eti-Osa
1160,7.0,8.0,8.0,yes,yes,no,400000000.0,house,Eti-Osa
1161,5.0,6.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
1162,5.0,6.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
1163,3.0,4.0,4.0,no,no,yes,85000000.0,house,Eti-Osa
1164,4.0,5.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
1165,4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
1166,3.0,4.0,4.0,yes,no,no,65000000.0,house,Eti-Osa
1167,5.0,5.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
1168,5.0,6.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
1169,4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
1170,5.0,6.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
1171,5.0,6.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
1172,4.0,5.0,5.0,yes,yes,no,200000000.0,house,Eti-Osa
1173,5.0,6.0,6.0,yes,no,no,950000000.0,house,Eti-Osa
1174,5.0,0.0,0.0,no,no,no,165000000.0,house,Kosofe
1175,4.0,5.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
1176,3.0,4.0,4.0,yes,no,yes,250000000.0,house,Eti-Osa
1177,4.0,5.0,5.0,yes,no,yes,85000000.0,house,Eti-Osa
1178,4.0,5.0,5.0,yes,yes,no,230000000.0,house,Eti-Osa
1179,4.0,4.0,5.0,yes,no,no,200000000.0,house,Ikeja
1180,5.0,6.0,6.0,yes,no,no,950000000.0,house,Eti-Osa
1181,4.0,5.0,5.0,yes,yes,no,165000000.0,house,Eti-Osa
1182,5.0,6.0,6.0,yes,yes,no,125000000.0,house,Eti-Osa
1183,4.0,5.0,5.0,yes,yes,no,115000000.0,house,Eti-Osa
1184,4.0,5.0,5.0,yes,yes,no,105000000.0,house,Eti-Osa
1185,4.0,5.0,5.0,yes,no,no,120000000.0,house,Kosofe
1186,4.0,5.0,5.0,no,no,no,85000000.0,house,Eti-Osa
1187,5.0,6.0,6.0,yes,yes,no,300000000.0,house,Eti-Osa
1188,4.0,4.0,5.0,yes,yes,yes,115000000.0,house,Eti-Osa
1189,4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
1190,6.0,0.0,0.0,yes,no,no,550000000.0,house,Eti-Osa
1191,6.0,7.0,7.0,yes,yes,no,400000000.0,house,Eti-Osa
1192,5.0,6.0,6.0,yes,yes,no,170000000.0,house,Eti-Osa
1193,5.0,5.0,6.0,yes,no,no,350000000.0,house,Eti-Osa
1194,4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
1195,4.0,5.0,5.0,yes,yes,no,140000000.0,house,Eti-Osa
1196,5.0,6.0,6.0,yes,no,no,205000000.0,house,Eti-Osa
1197,5.0,6.0,6.0,yes,no,no,230000000.0,house,Eti-Osa
1198,4.0,5.0,5.0,yes,no,yes,80000000.0,house,Eti-Osa
1199,4.0,5.0,5.0,no,no,yes,85000000.0,house,Eti-Osa
1200,4.0,5.0,5.0,yes,no,no,105000000.0,house,Eti-Osa
1201,3.0,4.0,4.0,yes,no,yes,45000000.0,house,Eti-Osa
1202,2.0,3.0,3.0,yes,yes,no,90000000.0,house,Eti-Osa
1203,5.0,5.0,6.0,yes,yes,no,240000000.0,house,Eti-Osa
1204,4.0,4.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
1205,5.0,6.0,6.0,yes,yes,no,450000000.0,house,Eti-Osa
1206,4.0,5.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
1207,2.0,3.0,3.0,yes,no,yes,90000000.0,house,Eti-Osa
1208,5.0,6.0,6.0,yes,no,no,500000000.0,house,Ikeja
1209,4.0,5.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
1210,2.0,2.0,3.0,no,no,yes,80000000.0,apartment,Eti-Osa
1211,4.0,4.0,5.0,yes,yes,no,105000000.0,house,Eti-Osa
1212,2.0,3.0,3.0,yes,no,yes,130000000.0,house,Eti-Osa
1213,5.0,6.0,6.0,yes,yes,no,450000000.0,house,Eti-Osa
1214,4.0,4.0,5.0,yes,yes,yes,85000000.0,house,Eti-Osa
1215,4.0,5.0,5.0,yes,no,yes,70000000.0,house,Eti-Osa
1216,5.0,6.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
1217,4.0,4.0,5.0,yes,yes,yes,200000000.0,house,Eti-Osa
1218,5.0,6.0,6.0,yes,no,no,350000000.0,house,Eti-Osa
1219,4.0,5.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
1220,4.0,5.0,5.0,yes,yes,no,1100000000.0,house,Eti-Osa
1221,4.0,5.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
1222,5.0,5.0,6.0,yes,no,no,110000000.0,house,Eti-Osa
1223,4.0,5.0,5.0,yes,yes,no,104000000.0,house,Eti-Osa
1224,4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
1225,4.0,5.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
1226,4.0,5.0,5.0,yes,no,yes,65000000.0,house,Eti-Osa
1227,2.0,3.0,3.0,yes,no,yes,45000000.0,house,Eti-Osa
1228,2.0,3.0,3.0,yes,yes,yes,260000000.0,house,Eti-Osa
1229,4.0,4.0,5.0,yes,no,yes,700000000.0,house,Eti-Osa
1230,2.0,3.0,3.0,yes,yes,no,68000000.0,house,Eti-Osa
1231,2.0,3.0,3.0,yes,yes,no,48000000.0,house,Eti-Osa
1232,5.0,5.0,6.0,yes,yes,no,450000000.0,house,Eti-Osa
1233,5.0,5.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
1234,3.0,4.0,4.0,yes,yes,yes,47000000.0,house,Eti-Osa
1235,4.0,5.0,5.0,yes,yes,no,150000000.0,house,Eti-Osa
1236,5.0,6.0,6.0,yes,yes,no,180000000.0,house,Eti-Osa
1237,5.0,6.0,6.0,yes,no,no,195000000.0,house,Eti-Osa
1238,2.0,2.0,3.0,yes,yes,no,45000000.0,house,Lagos Mainland
1239,4.0,5.0,5.0,yes,no,yes,260000000.0,house,Ikeja
1240,2.0,3.0,3.0,yes,yes,no,60000000.0,apartment,Eti-Osa
1241,5.0,6.0,6.0,yes,no,no,140000000.0,house,Eti-Osa
1242,4.0,4.0,5.0,yes,yes,no,90000000.0,house,Eti-Osa
1243,3.0,3.0,4.0,no,no,yes,110000000.0,apartment,Eti-Osa
1244,4.0,5.0,5.0,yes,no,no,105000000.0,house,Eti-Osa
1245,4.0,5.0,5.0,yes,no,no,130000000.0,house,Eti-Osa
1246,4.0,4.0,5.0,yes,yes,yes,120000000.0,house,Eti-Osa
1247,6.0,7.0,7.0,yes,no,no,500000000.0,house,Eti-Osa
1248,3.0,4.0,4.0,yes,no,no,26500000.0,house,Eti-Osa
1249,4.0,5.0,5.0,yes,yes,no,220000000.0,house,Eti-Osa
1250,5.0,6.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
1251,6.0,7.0,7.0,yes,no,no,250000000.0,house,Eti-Osa
1252,3.0,4.0,4.0,yes,yes,no,125000000.0,house,Eti-Osa
1253,1.0,2.0,2.0,no,no,no,50000000.0,house,Eti-Osa
1254,4.0,5.0,5.0,yes,yes,no,450000000.0,house,Eti-Osa
1255,3.0,4.0,4.0,yes,yes,no,26500000.0,house,Eti-Osa
1256,4.0,5.0,5.0,yes,no,no,235000000.0,house,Eti-Osa
1257,5.0,6.0,6.0,yes,yes,no,180000000.0,house,Eti-Osa
1258,4.0,4.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
1259,3.0,4.0,4.0,yes,no,yes,170000000.0,house,Eti-Osa
1260,5.0,6.0,6.0,yes,no,no,320000000.0,house,Ikeja
1261,5.0,6.0,6.0,yes,yes,no,180000000.0,house,Eti-Osa
1262,4.0,5.0,5.0,yes,no,yes,110000000.0,house,Eti-Osa
1263,5.0,6.0,6.0,yes,yes,no,850000000.0,house,Eti-Osa
1264,5.0,6.0,6.0,yes,no,no,165000000.0,apartment,Eti-Osa
1265,4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
1266,5.0,6.0,6.0,yes,no,no,250000000.0,house,Eti-Osa
1267,2.0,2.0,3.0,no,no,yes,80000000.0,apartment,Eti-Osa
1268,4.0,5.0,5.0,yes,no,no,359000000.0,house,Ikeja
1269,5.0,6.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
1270,4.0,4.0,5.0,yes,yes,no,125000000.0,house,Eti-Osa
1271,1.0,1.0,2.0,yes,yes,no,35000000.0,house,Eti-Osa
1272,5.0,6.0,6.0,yes,yes,yes,187000000.0,house,Eti-Osa
1273,3.0,4.0,4.0,yes,no,yes,45000000.0,house,Eti-Osa
1274,5.0,6.0,6.0,yes,no,no,400000000.0,house,Eti-Osa
1275,4.0,5.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
1276,4.0,5.0,5.0,yes,no,yes,160000000.0,house,Eti-Osa
1277,5.0,6.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
1278,4.0,0.0,0.0,no,no,no,75000000.0,house,Eti-Osa
1279,4.0,5.0,5.0,yes,yes,no,98000000.0,house,Eti-Osa
1280,2.0,3.0,3.0,yes,yes,no,45000000.0,house,Eti-Osa
1281,5.0,6.0,6.0,yes,yes,yes,90000000.0,house,Eti-Osa
1282,4.0,5.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
1283,5.0,6.0,6.0,yes,no,no,600000000.0,house,Eti-Osa
1284,8.0,8.0,9.0,no,yes,no,195000000.0,house,Eti-Osa
1285,4.0,5.0,5.0,yes,yes,no,195000000.0,house,Eti-Osa
1286,5.0,5.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
1287,4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
1288,4.0,5.0,5.0,yes,no,yes,85000000.0,house,Eti-Osa
1289,4.0,5.0,5.0,yes,yes,no,230000000.0,house,Eti-Osa
1290,4.0,4.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
1291,5.0,6.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
1292,4.0,5.0,5.0,yes,yes,no,110000000.0,house,Eti-Osa
1293,2.0,3.0,3.0,yes,yes,no,45000000.0,house,Eti-Osa
1294,4.0,5.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
1295,4.0,5.0,5.0,yes,no,yes,86000000.0,house,Eti-Osa
1296,4.0,0.0,0.0,no,no,no,15000000.0,house,Alimosho
1297,5.0,5.0,6.0,yes,yes,no,120000000.0,house,Eti-Osa
1298,4.0,5.0,5.0,yes,no,no,120000000.0,house,Eti-Osa
1299,5.0,6.0,6.0,yes,no,no,1200000.0,house,Eti-Osa
1300,4.0,5.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
1301,3.0,4.0,4.0,yes,yes,yes,130000000.0,house,Eti-Osa
1302,4.0,5.0,5.0,yes,no,no,120000000.0,house,Ikeja
1303,4.0,5.0,5.0,yes,yes,no,105000000.0,house,Eti-Osa
1304,4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
1305,5.0,6.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
1306,5.0,6.0,6.0,yes,yes,no,140000000.0,house,Eti-Osa
1307,4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
1308,5.0,6.0,6.0,yes,no,no,95000000.0,house,Eti-Osa
1309,3.0,4.0,4.0,no,no,yes,105000000.0,house,Eti-Osa
1310,1.0,2.0,2.0,yes,no,yes,45000000.0,apartment,Eti-Osa
1311,5.0,6.0,6.0,yes,yes,no,115000000.0,house,Eti-Osa
1312,4.0,5.0,5.0,yes,no,yes,80000000.0,house,Eti-Osa
1313,4.0,5.0,5.0,yes,yes,yes,160000000.0,house,Eti-Osa
1314,5.0,6.0,6.0,yes,yes,no,450000000.0,house,Eti-Osa
1315,4.0,5.0,5.0,yes,yes,no,600000000.0,house,Eti-Osa
1316,2.0,0.0,0.0,no,no,no,55000000.0,house,Ikeja
1317,4.0,0.0,0.0,no,no,no,75000000.0,house,Lagos Mainland
1318,4.0,5.0,5.0,yes,no,yes,50000000.0,house,Eti-Osa
1319,4.0,5.0,5.0,yes,yes,no,90000000.0,house,Eti-Osa
1320,4.0,5.0,5.0,yes,no,yes,90000000.0,house,Eti-Osa
1321,4.0,5.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
1322,5.0,6.0,6.0,yes,yes,no,250000000.0,house,Eti-Osa
1323,3.0,4.0,4.0,yes,no,no,200000000.0,house,Eti-Osa
1324,3.0,4.0,4.0,yes,yes,yes,120000000.0,house,Eti-Osa
1325,4.0,5.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
1326,4.0,5.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
1327,4.0,4.0,5.0,yes,no,no,92000000.0,house,Eti-Osa
1328,3.0,3.0,4.0,yes,yes,yes,125000000.0,house,Eti-Osa
1329,4.0,5.0,5.0,yes,yes,no,150000000.0,house,Eti-Osa
1330,2.0,2.0,3.0,yes,no,no,170000000.0,house,Eti-Osa
1331,2.0,2.0,3.0,yes,no,no,24000000.0,house,Eti-Osa
1332,4.0,4.0,5.0,yes,no,no,90000000.0,house,Eti-Osa
1333,4.0,4.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
1334,4.0,4.0,5.0,yes,no,no,150000000.0,house,Eti-Osa
1335,5.0,5.0,6.0,yes,no,no,220000000.0,house,Eti-Osa
1336,3.0,3.0,4.0,yes,no,yes,75000000.0,house,Eti-Osa
1337,5.0,5.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
1338,2.0,2.0,3.0,yes,no,yes,50000000.0,apartment,Eti-Osa
1339,1.0,1.0,2.0,yes,no,yes,50000000.0,house,Eti-Osa
1340,4.0,4.0,5.0,no,no,yes,125000000.0,house,Eti-Osa
1341,4.0,4.0,5.0,no,no,no,120000000.0,house,Eti-Osa
1342,1.0,1.0,2.0,no,no,yes,30000000.0,apartment,Eti-Osa
1343,4.0,4.0,5.0,yes,no,no,168000000.0,house,Eti-Osa
1344,4.0,0.0,0.0,yes,no,no,62000000.0,house,Eti-Osa
1345,5.0,5.0,6.0,yes,no,no,198000000.0,house,Eti-Osa
1346,4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
1347,5.0,5.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
1348,5.0,5.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
1349,4.0,4.0,5.0,yes,no,yes,60000000.0,house,Eti-Osa
1350,3.0,4.0,3.0,no,no,no,47000000.0,house,Eti-Osa
1351,5.0,5.0,6.0,yes,no,no,800000000.0,house,Eti-Osa
1352,3.0,3.0,4.0,no,no,yes,65000000.0,house,Eti-Osa
1353,3.0,3.0,4.0,no,yes,no,160000000.0,apartment,Eti-Osa
1354,2.0,2.0,3.0,yes,no,no,42000000.0,house,Eti-Osa
1355,3.0,3.0,4.0,no,no,no,280000000.0,apartment,Eti-Osa
1356,2.0,2.0,3.0,yes,no,yes,50000000.0,apartment,Eti-Osa
1357,3.0,3.0,4.0,no,no,no,50000000.0,house,Eti-Osa
1358,5.0,5.0,6.0,yes,yes,yes,250000000.0,house,Ikeja
1359,2.0,2.0,3.0,yes,no,yes,65000000.0,house,Eti-Osa
1360,4.0,4.0,5.0,yes,no,no,105000000.0,house,Eti-Osa
1361,5.0,0.0,0.0,yes,no,no,500000000.0,house,Eti-Osa
1362,3.0,3.0,4.0,yes,no,yes,120000000.0,apartment,Eti-Osa
1363,3.0,3.0,4.0,no,no,no,400000000.0,apartment,Eti-Osa
1364,3.0,3.0,4.0,yes,no,yes,150000000.0,apartment,Eti-Osa
1365,3.0,3.0,4.0,yes,no,yes,130000000.0,house,Eti-Osa
1366,3.0,3.0,4.0,yes,no,yes,46000000.0,house,Eti-Osa
1367,3.0,3.0,3.0,yes,no,yes,75000000.0,house,Eti-Osa
1368,5.0,0.0,0.0,yes,yes,no,450000000.0,house,Eti-Osa
1369,5.0,5.0,6.0,yes,no,no,480000000.0,house,Eti-Osa
1370,4.0,4.0,5.0,yes,no,yes,60000000.0,house,Eti-Osa
1371,4.0,4.0,5.0,yes,no,no,77000000.0,house,Eti-Osa
1372,4.0,4.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
1373,5.0,5.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
1374,4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
1375,3.0,3.0,3.0,yes,no,yes,55000000.0,house,Eti-Osa
1376,5.0,6.0,7.0,yes,no,no,830000000.0,house,Eti-Osa
1377,4.0,4.0,5.0,yes,no,no,250000000.0,house,Eti-Osa
1378,4.0,4.0,5.0,no,no,no,90000000.0,house,Eti-Osa
1379,2.0,2.0,2.0,yes,no,no,50000000.0,house,Eti-Osa
1380,4.0,4.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
1381,5.0,5.0,6.0,no,no,no,250000000.0,house,Eti-Osa
1382,4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
1383,4.0,4.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
1384,5.0,5.0,6.0,yes,no,no,340000000.0,house,Eti-Osa
1385,4.0,4.0,0.0,yes,yes,no,600000000.0,house,Eti-Osa
1386,4.0,4.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
1387,0.0,0.0,0.0,no,no,no,145000000.0,apartment,Eti-Osa
1388,8.0,7.0,7.0,no,no,no,450000000.0,house,Ikeja
1389,4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
1390,5.0,0.0,0.0,yes,no,no,500000000.0,house,Eti-Osa
1391,2.0,2.0,3.0,yes,no,yes,39000000.0,house,Eti-Osa
1392,5.0,0.0,0.0,no,no,no,450000000.0,house,Eti-Osa
1393,5.0,5.0,6.0,no,no,yes,100000000.0,house,Eti-Osa
1394,4.0,4.0,4.0,yes,no,no,190000000.0,house,Eti-Osa
1395,4.0,4.0,5.0,yes,no,yes,80000000.0,house,Eti-Osa
1396,4.0,4.0,5.0,no,no,no,80000000.0,house,Eti-Osa
1397,5.0,5.0,6.0,yes,no,no,350000000.0,house,Eti-Osa
1398,4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
1399,4.0,4.0,0.0,yes,no,no,138000000.0,house,Eti-Osa
1400,5.0,6.0,6.0,yes,no,no,420000000.0,house,Eti-Osa
1401,6.0,6.0,7.0,yes,no,yes,95000000.0,house,Eti-Osa
1403,5.0,5.0,6.0,yes,no,yes,140000000.0,house,Eti-Osa
1404,5.0,5.0,6.0,yes,no,no,600000000.0,house,Eti-Osa
1405,4.0,4.0,5.0,yes,no,yes,58000000.0,house,Eti-Osa
1406,5.0,5.0,5.0,no,no,no,155000000.0,house,Eti-Osa
1407,3.0,3.0,4.0,no,no,no,45000000.0,house,Eti-Osa
1408,5.0,5.0,6.0,yes,no,no,330000000.0,house,Eti-Osa
1409,5.0,5.0,6.0,yes,no,no,258000000.0,house,Eti-Osa
1410,4.0,4.0,5.0,no,no,no,180000000.0,house,Eti-Osa
1411,2.0,2.0,3.0,no,yes,yes,30000000.0,house,Eti-Osa
1412,4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
1413,4.0,4.0,5.0,yes,no,yes,70000000.0,house,Eti-Osa
1414,3.0,4.0,4.0,no,no,no,50000000.0,apartment,Eti-Osa
1415,4.0,4.0,5.0,yes,no,yes,50000000.0,house,Eti-Osa
1416,4.0,4.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
1417,5.0,5.0,6.0,yes,no,no,190000000.0,house,Eti-Osa
1418,5.0,5.0,6.0,yes,no,no,320000000.0,house,Eti-Osa
1419,5.0,5.0,6.0,yes,no,no,350000000.0,house,Epe
1420,3.0,3.0,4.0,yes,no,yes,55000000.0,house,Eti-Osa
1421,1.0,1.0,2.0,no,no,no,25000000.0,house,Eti-Osa
1422,4.0,0.0,0.0,yes,no,no,100000000.0,house,Eti-Osa
1423,2.0,0.0,0.0,yes,no,yes,55000000.0,apartment,Eti-Osa
1424,3.0,4.0,4.0,no,no,yes,55000000.0,house,Eti-Osa
1425,5.0,5.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
1426,5.0,5.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
