Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price,Property_type,Location
4.0,4.0,0.0,yes,yes,no,150000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,185000000.0,house,Eti-Osa
3.0,3.0,4.0,no,yes,yes,45000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,49600000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,68000000.0,house,Eti-Osa
3.0,3.0,3.0,yes,yes,yes,45000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,yes,130000000.0,house,Eti-Osa
3.0,3.0,3.0,yes,no,no,50000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,155000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,570000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,no,50000000.0,house,Eti-Osa
2.0,0.0,0.0,no,no,no,19000000.0,house,Alimosho
3.0,3.0,4.0,no,no,no,430000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,no,34000000.0,apartment,Eti-Osa
4.0,4.0,4.0,no,no,no,30000000.0,apartment,Ikeja
0.0,0.0,0.0,yes,no,no,73000000.0,apartment,Lagos Mainland
2.0,2.0,2.0,no,yes,no,55000000.0,apartment,Ikeja
4.0,4.0,5.0,yes,no,no,105000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
3.0,3.0,3.0,yes,yes,yes,25000000.0,house,Alimosho
4.0,5.0,5.0,yes,yes,yes,55000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,yes,500000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,yes,35000000.0,house,Ikorodu
3.0,3.0,4.0,no,no,no,35000000.0,house,Ikorodu
10.0,10.0,2.0,no,no,no,45000000.0,house,Mushin
1.0,1.0,0.0,no,no,no,20000000.0,house,Ikorodu
3.0,3.0,3.0,no,no,no,8000000.0,house,Ikorodu
5.0,6.0,7.0,no,no,no,45000000.0,house,Ikorodu
5.0,6.0,7.0,yes,no,no,35000000.0,house,Ikorodu
5.0,5.0,6.0,yes,yes,yes,350000000.0,house,Ikeja
5.0,5.0,6.0,yes,yes,yes,400000000.0,house,Ikeja
5.0,5.0,5.0,no,no,no,60000000.0,house,Kosofe
5.0,5.0,4.0,yes,no,no,250000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,272000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,280000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,280000000.0,house,Eti-Osa
2.0,2.0,2.0,no,no,no,40000000.0,apartment,Eti-Osa
3.0,3.0,3.0,no,no,no,40000000.0,house,Ikeja
10.0,10.0,10.0,yes,yes,yes,60000000.0,apartment,Alimosho
5.0,5.0,5.0,yes,no,no,550000000.0,house,Ikeja
5.0,5.0,5.0,yes,no,no,245000000.0,house,Ikeja
2.0,2.0,2.0,yes,yes,yes,15000000.0,apartment,Ikorodu
4.0,5.0,5.0,yes,yes,yes,150000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,68000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,60000000.0,apartment,Lagos Mainland
3.0,3.0,4.0,yes,no,no,60000000.0,house,Lagos Mainland
3.0,3.0,4.0,no,no,no,60000000.0,house,Lagos Mainland
4.0,4.0,4.0,no,no,no,120000000.0,house,Kosofe
3.0,3.0,4.0,yes,yes,yes,165000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,50000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,yes,yes,70000000.0,house,Ikeja
1.0,1.0,1.0,yes,no,no,48000000.0,apartment,Eti-Osa
3.0,3.0,4.0,no,no,yes,43000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,70000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,70000000.0,house,Agege
4.0,4.0,4.0,yes,no,no,50000000.0,house,Ifako-Ijaiye
4.0,4.0,4.0,yes,no,no,110000000.0,house,Ifako-Ijaiye
4.0,3.0,3.0,yes,no,no,60000000.0,house,Eti-Osa
7.0,7.0,10.0,no,no,no,3952500000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,10.0,9.0,yes,yes,yes,70000000.0,house,Epe
4.0,5.0,5.0,yes,yes,no,62000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,135000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,85000000.0,house,Eti-Osa
8.0,8.0,8.0,yes,yes,yes,35000000.0,house,Alimosho
2.0,2.0,3.0,no,no,no,60000000.0,apartment,Surulere
4.0,4.0,5.0,yes,no,no,90000000.0,house,Oshodi-Isolo
4.0,4.0,4.0,yes,no,yes,140000000.0,house,Kosofe
4.0,0.0,0.0,yes,no,no,85000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,125000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,yes,60000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,160000000.0,house,Ifako-Ijaiye
4.0,4.0,4.0,yes,no,no,70000000.0,house,Eti-Osa
4.0,4.0,4.0,no,no,no,75000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,480500000.0,apartment,Eti-Osa
2.0,2.0,3.0,yes,no,yes,389825000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,1162500000.0,house,Eti-Osa
4.0,5.0,5.0,no,yes,no,80000000.0,house,Eti-Osa
4.0,4.0,4.0,no,yes,no,58000000.0,house,Ikorodu
4.0,4.0,5.0,yes,yes,yes,180000000.0,house,Ifako-Ijaiye
4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,yes,57000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,190000000.0,house,Oshodi-Isolo
3.0,3.0,3.0,no,no,no,30000000.0,house,Alimosho
4.0,4.0,4.0,no,no,no,52000000.0,house,Oshodi-Isolo
6.0,6.0,7.0,no,no,no,120000000.0,house,Oshodi-Isolo
3.0,3.0,4.0,no,no,no,30000000.0,house,Alimosho
5.0,5.0,5.0,no,no,no,75000000.0,house,Oshodi-Isolo
3.0,3.0,3.0,no,no,no,85000000.0,house,Ikeja
4.0,4.0,5.0,no,no,no,55000000.0,house,Oshodi-Isolo
5.0,5.0,6.0,no,no,no,70000000.0,house,Oshodi-Isolo
4.0,4.0,5.0,no,no,no,35000000.0,house,Alimosho
3.0,3.0,4.0,no,no,no,26000000.0,house,Alimosho
4.0,4.0,5.0,no,no,no,100000000.0,house,Oshodi-Isolo
3.0,3.0,3.0,no,no,no,40000000.0,house,Oshodi-Isolo
10.0,10.0,10.0,no,no,no,230000000.0,house,Oshodi-Isolo
3.0,3.0,4.0,no,no,no,50000000.0,house,Alimosho
4.0,4.0,5.0,no,no,no,32000000.0,house,Alimosho
3.0,3.0,4.0,no,no,no,26000000.0,house,Alimosho
3.0,3.0,4.0,no,no,no,35000000.0,house,Oshodi-Isolo
5.0,5.0,6.0,no,no,no,90000000.0,house,Oshodi-Isolo
3.0,3.0,4.0,no,no,no,27000000.0,house,Oshodi-Isolo
4.0,4.0,5.0,no,no,no,140000000.0,house,Eti-Osa
2.0,2.0,3.0,no,no,yes,45000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,no,50000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,32000000.0,house,Eti-Osa
2.0,0.0,0.0,yes,no,yes,63000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,33000000.0,house,Eti-Osa
5.0,5.0,6.0,no,no,yes,105000000.0,house,Eti-Osa
2.0,2.0,3.0,no,no,no,75000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,125000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,98000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,no,100000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,125000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,210000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
3.0,0.0,0.0,no,no,no,35000000.0,apartment,Mushin
2.0,2.0,3.0,yes,no,yes,60000000.0,house,Eti-Osa
2.0,2.0,2.0,no,no,no,60000000.0,house,Eti-Osa
2.0,2.0,3.0,no,no,yes,42000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,60000000.0,apartment,Kosofe
4.0,4.0,5.0,yes,no,no,55000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,140000000.0,house,Eti-Osa
5.0,0.0,0.0,no,no,no,200000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,34000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,yes,140000000.0,apartment,Eti-Osa
4.0,4.0,4.0,yes,no,no,65000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,40000000.0,house,Ikeja
4.0,5.0,6.0,no,no,no,53000000.0,house,Eti-Osa
5.0,0.0,0.0,no,no,no,250000000.0,house,Oshodi-Isolo
3.0,3.0,4.0,no,no,no,62000000.0,house,Eti-Osa
5.0,5.0,6.0,no,no,no,160000000.0,house,Eti-Osa
6.0,6.0,7.0,no,no,no,90000000.0,house,Alimosho
4.0,0.0,0.0,yes,no,no,70000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,115000000.0,house,Eti-Osa
5.0,5.0,6.0,no,no,no,135000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,62000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,50000000.0,house,Ikeja
3.0,3.0,4.0,yes,no,yes,75000000.0,house,Eti-Osa
1.0,1.0,1.0,yes,no,no,38000000.0,apartment,Eti-Osa
1.0,1.0,1.0,yes,no,no,32000000.0,apartment,Eti-Osa
3.0,3.0,3.0,yes,no,no,45000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,150000000.0,house,Surulere
3.0,3.0,4.0,yes,no,yes,200000000.0,apartment,Eti-Osa
4.0,4.0,5.0,no,no,no,150000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,60000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,no,33000000.0,house,Eti-Osa
4.0,4.0,5.0,no,yes,no,190000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,55000000.0,house,Eti-Osa
4.0,4.0,4.0,yes,no,no,45000000.0,house,Eti-Osa
4.0,4.0,4.0,yes,no,no,65000000.0,house,Eti-Osa
6.0,6.0,7.0,yes,no,no,280000000.0,house,Eti-Osa
6.0,6.0,7.0,yes,no,no,270000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,270000000.0,house,Eti-Osa
4.0,4.0,4.0,yes,no,no,63000000.0,house,Eti-Osa
3.0,2.0,3.0,no,no,yes,28000000.0,house,Ikorodu
3.0,3.0,4.0,no,yes,no,40000000.0,house,Ikorodu
4.0,4.0,5.0,no,no,no,130000000.0,house,Ifako-Ijaiye
2.0,2.0,3.0,no,no,no,60000000.0,house,Eti-Osa
3.0,0.0,0.0,yes,no,no,200000000.0,house,Eti-Osa
0.0,0.0,0.0,no,no,no,95000000.0,apartment,Eti-Osa
4.0,4.0,4.0,yes,no,no,300000000.0,apartment,Eti-Osa
4.0,0.0,0.0,no,no,no,280000000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,55000000.0,house,Eti-Osa
2.0,3.0,3.0,no,yes,no,67000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
6.0,8.0,8.0,yes,no,no,650000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,yes,105000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,120000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,85000000.0,house,Eti-Osa
3.0,3.0,4.0,no,yes,no,120000000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,85000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,120000000.0,house,Ifako-Ijaiye
3.0,4.0,4.0,yes,no,no,45000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,no,67000000.0,house,Kosofe
5.0,5.0,6.0,yes,no,no,300000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,no,55000000.0,house,Shomolu
5.0,5.0,6.0,yes,no,no,170000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,80000000.0,house,Alimosho
4.0,4.0,5.0,no,no,no,140000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
7.0,8.0,9.0,yes,no,no,400000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,yes,800000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,240000000.0,apartment,Eti-Osa
2.0,2.0,3.0,yes,no,yes,420000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,95000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,110000000.0,house,Kosofe
3.0,3.0,4.0,yes,no,no,30000000.0,house,Ikorodu
2.0,2.0,3.0,no,no,no,120000000.0,house,Oshodi-Isolo
4.0,4.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
4.0,0.0,0.0,yes,no,no,160000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,250000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,130000000.0,house,Ifako-Ijaiye
2.0,2.0,3.0,yes,no,no,32000000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,45000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,90000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,155000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,165000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,230000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,175000000.0,house,Eti-Osa
8.0,8.0,8.0,no,no,no,450000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,70000000.0,house,Ifako-Ijaiye
4.0,4.0,5.0,no,no,no,75000000.0,house,Eti-Osa
10.0,4.0,5.0,no,no,yes,20000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,yes,115000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,no,65000000.0,apartment,Eti-Osa
3.0,3.0,4.0,yes,no,yes,500000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,160000000.0,house,Eti-Osa
5.0,6.0,7.0,yes,no,no,480000000.0,house,Eti-Osa
6.0,6.0,6.0,no,no,no,75000000.0,house,Epe
2.0,2.0,3.0,no,no,no,55000000.0,house,Agege
3.0,4.0,4.0,no,no,no,180000000.0,house,Lagos Mainland
4.0,4.0,6.0,yes,no,no,75000000.0,house,Eti-Osa
3.0,0.0,0.0,yes,no,yes,65000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,175000000.0,house,Ikeja
4.0,4.0,5.0,yes,no,no,45000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,48000000.0,house,Ikeja
4.0,5.0,5.0,yes,no,no,58000000.0,house,Kosofe
2.0,2.0,3.0,no,no,no,30000000.0,house,Ifako-Ijaiye
4.0,0.0,0.0,no,no,no,30000000.0,house,Alimosho
3.0,3.0,4.0,no,no,no,80000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,no,190000000.0,house,Ifako-Ijaiye
5.0,5.0,6.0,yes,no,no,110000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,570000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,215000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
4.0,4.0,1.0,yes,no,no,78000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,45000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,160000000.0,house,Kosofe
0.0,0.0,0.0,yes,no,no,65000000.0,apartment,Oshodi-Isolo
4.0,4.0,5.0,yes,no,yes,550000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,220000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,yes,610000000.0,apartment,Eti-Osa
3.0,3.0,4.0,yes,no,no,48000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,150000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,135000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,85000000.0,house,Eti-Osa
4.0,0.0,0.0,yes,no,no,175000000.0,house,Epe
3.0,3.0,4.0,no,no,no,250000000.0,apartment,Eti-Osa
3.0,3.0,4.0,yes,no,no,30000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
9.0,9.0,10.0,yes,no,no,900000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
6.0,6.0,7.0,yes,no,no,65000000.0,house,Alimosho
5.0,5.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,yes,47000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,80000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,no,45000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,250000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
5.0,2.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,150000000.0,house,Ikeja
4.0,5.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,55000000.0,house,Eti-Osa
2.0,2.0,3.0,no,no,yes,49000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,230000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,80000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,yes,270000000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,56000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,155000000.0,house,Eti-Osa
4.0,0.0,0.0,no,no,no,45000000.0,house,Alimosho
4.0,4.0,5.0,no,no,no,70000000.0,house,Kosofe
4.0,4.0,5.0,yes,no,no,180000000.0,house,Ifako-Ijaiye
4.0,4.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
5.0,6.0,6.0,no,no,no,250000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,50000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,350000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,450000000.0,apartment,Eti-Osa
4.0,4.0,5.0,yes,no,no,76000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,250000000.0,house,Kosofe
4.0,4.0,5.0,yes,no,no,150000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,60000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
5.0,0.0,0.0,yes,no,no,155000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,yes,yes,55000000.0,apartment,Eti-Osa
4.0,4.0,4.0,no,no,no,80000000.0,house,Eti-Osa
3.0,0.0,0.0,no,no,no,80000000.0,house,Ikeja
4.0,4.0,5.0,no,no,no,145000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,110000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,150000000.0,apartment,Eti-Osa
2.0,3.0,3.0,no,no,yes,45000000.0,apartment,Eti-Osa
5.0,5.0,5.0,yes,no,yes,150000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,90000000.0,house,Ikeja
4.0,5.0,5.0,no,no,no,59000000.0,house,Oshodi-Isolo
0.0,0.0,0.0,no,no,no,45000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,yes,yes,340000000.0,house,Eti-Osa
5.0,5.0,0.0,no,no,no,400000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,75000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,220000000.0,house,Epe
5.0,5.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,yes,140000000.0,house,Kosofe
4.0,4.0,4.0,yes,no,no,85000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,67000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,140000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,yes,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,125000000.0,house,Eti-Osa
3.0,3.0,4.0,no,yes,no,85000000.0,house,Oshodi-Isolo
3.0,3.0,4.0,no,no,no,45000000.0,apartment,Surulere
5.0,5.0,6.0,yes,no,no,215000000.0,house,Epe
4.0,5.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
5.0,0.0,0.0,yes,yes,yes,230000000.0,house,Epe
4.0,4.0,4.0,yes,no,no,65000000.0,house,Eti-Osa
4.0,5.0,4.0,no,no,no,450000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,1000000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,no,42000000.0,house,Ikorodu
6.0,6.0,7.0,no,no,no,140000000.0,house,Ikeja
1.0,0.0,0.0,yes,no,no,27000000.0,house,Eti-Osa
5.0,0.0,0.0,no,no,no,250000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,no,45000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,500000000.0,apartment,Eti-Osa
3.0,4.0,4.0,no,no,no,285000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,80000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,82000000.0,house,Eti-Osa
3.0,3.0,3.0,no,no,yes,19500000.0,apartment,Alimosho
5.0,5.0,6.0,yes,no,no,135000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,no,11000000.0,house,Alimosho
5.0,0.0,0.0,no,no,no,55000000.0,house,Alimosho
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Ifako-Ijaiye
5.0,6.0,6.0,yes,yes,yes,150000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,165000000.0,house,Eti-Osa
3.0,0.0,0.0,no,no,no,250000000.0,apartment,Eti-Osa
2.0,2.0,3.0,no,no,no,70000000.0,house,Lagos Mainland
2.0,2.0,2.0,no,no,no,25000000.0,house,Alimosho
3.0,3.0,4.0,yes,no,yes,60000000.0,apartment,Surulere
5.0,5.0,5.0,no,no,no,240000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,75000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,45000000.0,apartment,Eti-Osa
4.0,5.0,5.0,yes,yes,no,150000000.0,house,Ikeja
3.0,3.0,4.0,yes,no,yes,542500000.0,apartment,Eti-Osa
5.0,5.0,5.0,yes,no,no,8500000.0,house,Alimosho
4.0,5.0,5.0,yes,no,yes,160000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,no,50000000.0,house,Kosofe
2.0,3.0,3.0,no,no,no,45000000.0,apartment,Ikeja
4.0,5.0,5.0,no,no,no,40000000.0,house,Eti-Osa
2.0,3.0,3.0,no,no,yes,75000000.0,apartment,Eti-Osa
4.0,0.0,0.0,yes,no,no,65000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,no,45000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,650000000.0,house,Eti-Osa
4.0,4.0,4.0,yes,no,no,450000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,yes,165000000.0,house,Eti-Osa
4.0,4.0,5.0,no,no,no,130000000.0,house,Eti-Osa
2.0,2.0,3.0,no,no,no,55000000.0,apartment,Eti-Osa
2.0,2.0,2.0,no,yes,no,15000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,no,30000000.0,house,Alimosho
4.0,4.0,5.0,yes,no,no,17000000.0,apartment,Ikorodu
4.0,5.0,5.0,yes,yes,yes,68000000.0,house,Eti-Osa
3.0,0.0,0.0,no,no,no,47000000.0,house,Eti-Osa
6.0,6.0,6.0,no,no,no,775000000.0,house,Eti-Osa
1.0,1.0,2.0,yes,yes,yes,35000000.0,apartment,Eti-Osa
2.0,2.0,3.0,no,yes,no,650000.0,apartment,Alimosho
4.0,4.0,5.0,yes,no,yes,185000000.0,house,Eti-Osa
3.0,3.0,3.0,no,no,no,30000000.0,apartment,Lagos Mainland
3.0,3.0,4.0,yes,no,no,60000000.0,apartment,Kosofe
3.0,3.0,4.0,yes,yes,yes,300000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,yes,250000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,270000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,yes,yes,390000000.0,house,Eti-Osa
4.0,4.0,4.0,yes,no,no,110000000.0,house,Eti-Osa
5.0,6.0,6.0,no,no,no,700000000.0,house,Eti-Osa
3.0,0.0,0.0,yes,no,yes,150000000.0,apartment,Eti-Osa
3.0,3.0,3.0,no,no,no,65000000.0,apartment,Eti-Osa
4.0,5.0,5.0,yes,no,no,58000000.0,house,Eti-Osa
3.0,3.0,3.0,yes,no,yes,350000000.0,apartment,Eti-Osa
5.0,5.0,6.0,yes,no,no,88000000.0,house,Oshodi-Isolo
4.0,5.0,5.0,no,no,no,450000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,270000000.0,house,Eti-Osa
3.0,4.0,4.0,no,yes,no,50000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,400000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,250000000.0,apartment,Eti-Osa
3.0,4.0,4.0,no,yes,yes,30000000.0,house,Agege
4.0,5.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,950000000.0,apartment,Eti-Osa
4.0,0.0,0.0,yes,no,no,155000000.0,house,Eti-Osa
6.0,7.0,7.0,no,no,no,52000000.0,house,Eti-Osa
