Beds,Baths,Toilets,Is_new,Is_furnished,Is_serviced,Price,Property_type,Location
5.0,6.0,6.0,yes,yes,no,600000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,125000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,95000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,140000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,45000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,38000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
1.0,2.0,2.0,yes,yes,yes,45000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,350000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,160000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,90000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,135000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,500000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,45000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,160000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,70000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,65000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,125000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,no,210000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,105000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,55000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,115000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,55000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,98000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,165000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,330000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,700000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,135000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,230000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,135000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,165000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,66000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,yes,yes,90000000.0,house,Eti-Osa
3.0,3.0,4.0,yes,no,yes,55000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,140000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,110000000.0,apartment,Ikeja
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,62000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,yes,68000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,75000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,45000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,90000000.0,house,Lagos Mainland
1.0,1.0,2.0,yes,yes,no,35000000.0,house,Lagos Mainland
3.0,3.0,4.0,yes,yes,no,60000000.0,house,Lagos Mainland
4.0,4.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,580000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,60000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,150000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,190000000.0,house,Eti-Osa
5.0,6.0,5.0,yes,no,no,240000000.0,house,Ikeja
3.0,4.0,4.0,yes,no,yes,25000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,341000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,yes,no,47000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,75000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,210000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,100000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,85000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,160000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,265000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,450000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,no,yes,45000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,100000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,46000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,135000000.0,house,Eti-Osa
1.0,2.0,2.0,yes,yes,yes,40000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
3.0,0.0,0.0,no,no,no,40000000.0,house,Kosofe
5.0,6.0,6.0,yes,yes,no,400000000.0,house,Eti-Osa
6.0,6.0,7.0,no,no,no,750000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,65000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,no,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,100000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,yes,260000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,85000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,130000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,yes,100000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,80000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,180000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,350000000.0,house,Eti-Osa
5.0,0.0,0.0,no,no,no,120000000.0,house,Alimosho
5.0,6.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,1000000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,180000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,115000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,240000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,58000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,500000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,80000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,yes,150000000.0,house,Eti-Osa
5.0,0.0,6.0,yes,no,no,120000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,75000000.0,house,Ifako-Ijaiye
4.0,5.0,5.0,no,no,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,150000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,180000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,220000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,103000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,500000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,65000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,150000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,70000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,120000000.0,house,Ikeja
4.0,5.0,5.0,yes,no,yes,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,210000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
7.0,6.0,6.0,yes,no,no,600000000.0,house,Ikeja
5.0,5.0,6.0,yes,yes,no,150000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,110000000.0,house,Eti-Osa
5.0,6.0,5.0,yes,no,no,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,150000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,120000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,105000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,180000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,90000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,145000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,300000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,75000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,180000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,150000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,120000000.0,house,Eti-Osa
4.0,6.0,6.0,yes,no,yes,90000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,45000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,70000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,yes,190000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,550000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,195000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,77000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,75000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,yes,45000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,55000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,70000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,420000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,52000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,no,60000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,47000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,78000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,145000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,220000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,380000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,140000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,140000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,120000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,108000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,220000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,50000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,70000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,210000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,160000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,170000000.0,house,Eti-Osa
1.0,2.0,2.0,yes,yes,no,55000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,100000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,220000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,48000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,90000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,60000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,100000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,53000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,90000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,105000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,49500000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,135000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,250000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,170000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,40000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,190000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,300000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,65000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,60000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,200000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,55000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,350000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,60000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,90000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,300000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,290000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,320000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,400000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,330000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,160000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,43000000.0,house,Eti-Osa
4.0,5.0,5.0,no,no,yes,175000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,100000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,140000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,no,no,80000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,63000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,85000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,350000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,170000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
6.0,7.0,7.0,yes,yes,no,600000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,850000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,60000000.0,house,Eti-Osa
3.0,3.0,4.0,no,no,yes,110000000.0,apartment,Eti-Osa
4.0,5.0,5.0,yes,no,no,84000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,70000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,450000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,160000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,yes,600000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,260000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,120000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,190000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,135000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,85000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,78000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,140000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,390000000.0,house,Eti-Osa
6.0,7.0,7.0,yes,yes,no,650000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,145000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,135000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,160000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,95000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,no,yes,210000000.0,house,Eti-Osa
1.0,1.0,1.0,yes,yes,yes,180000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,85000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,220000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,220000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,650000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,95000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,450000000.0,house,Eti-Osa
2.0,2.0,3.0,yes,yes,yes,350000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,115000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,200000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,no,120000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,550000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,110000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,160000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,130000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,yes,950000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,310000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,600000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,170000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,162000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,250000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,yes,100000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,5000000.0,house,Eti-Osa
3.0,4.0,4.0,yes,yes,no,460000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,yes,190000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,138000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,47000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,115000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,150000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,65000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,78000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
4.0,4.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,780000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,110000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,yes,90000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,1030000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,45000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,185000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,320000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,500000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,130000000.0,house,Eti-Osa
6.0,7.0,7.0,yes,no,no,270000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,60000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,190000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,no,yes,1300000000.0,apartment,Eti-Osa
5.0,6.0,6.0,yes,yes,no,180000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,950000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,75000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,310000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,yes,70000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,yes,120000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,230000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,330000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,140000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,85000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,no,no,75000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,no,yes,50000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,190000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,260000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,120000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,50000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,yes,86000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,95000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,300000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,110000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,no,no,300000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,80000000.0,house,Eti-Osa
5.0,5.0,6.0,yes,yes,no,430000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,75000000.0,house,Eti-Osa
2.0,3.0,3.0,yes,yes,no,42000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,550000000.0,house,Eti-Osa
5.0,6.0,6.0,yes,yes,no,230000000.0,house,Eti-Osa
5.0,5.0,5.0,yes,no,no,65000000.0,house,Eti-Osa
4.0,5.0,5.0,yes,yes,no,195000000.0,house,Eti-Osa
